=== 2025-05-28 08:34:10 START | TIME_LIMIT 1 sec | IGNORE ['/home/joaolopez/IncPy/Lib/']
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6231 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6291 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6220 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6280 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6217 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6277 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6215 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6275 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6209 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6269 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6226 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6286 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6219 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6279 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6268 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6328 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6220 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6280 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6227 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6287 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6225 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6285 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6208 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6268 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6232 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6293 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6229 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6289 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6218 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6278 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6220 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6280 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6211 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6270 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6210 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6270 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6299 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6360 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6200 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6261 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6199 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6260 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6234 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6295 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6211 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6272 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6232 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6293 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6214 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6276 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6203 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6264 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6219 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6280 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6227 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6287 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6209 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6271 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6244 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6305 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6228 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6288 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6217 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6278 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6185 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6246 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6234 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6294 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6232 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6293 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6183 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6244 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6222 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6283 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6227 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6288 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6209 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6270 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6187 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6247 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6337 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6400 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6387 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6447 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6313 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6375 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6290 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6353 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6306 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6367 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6303 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6366 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6321 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6383 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6292 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6354 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6296 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6357 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6339 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6400 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6312 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6374 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6289 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6350 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6374 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6434 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6323 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6385 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6329 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6390 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6318 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6380 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6323 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6384 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6289 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6352 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6334 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6394 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6347 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6409 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6308 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6369 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6296 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6358 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6314 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6375 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6350 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6410 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6280 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6342 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6321 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6382 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6317 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6381 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6353 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6415 ms
CANNOT_MEMOIZE fatoracao_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6312 ms
CANNOT_MEMOIZE resolve_lu [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/heat_distribution_lu/fatoracao_lu_incpy.py] | memo table entry unpicklable | runtime 6375 ms
