=== 2025-05-29 01:21:00 START | TIME_LIMIT 1 sec | IGNORE ['/home/joaolopez/IncPy/Lib/']
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2955 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2972 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2970 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2961 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2966 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2968 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2967 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 3018 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2951 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2955 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2967 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2955 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2960 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2960 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2968 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2979 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2964 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2973 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2981 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2976 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2958 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2971 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2985 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 3015 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2954 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2965 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2975 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2975 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2967 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2983 ms
