=== 2025-05-29 01:21:00 START | TIME_LIMIT 1 sec | IGNORE ['/home/joaolopez/IncPy/Lib/']
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2918 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2940 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2964 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 3025 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 3120 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 3053 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2969 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 3028 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 3080 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 3014 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 3005 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 3034 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2989 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2945 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2993 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2975 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2952 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2970 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2965 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2915 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2950 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2927 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2959 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2919 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2950 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2971 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2934 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2921 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2932 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2911 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2928 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2920 ms
CANNOT_MEMOIZE do_it [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 2936 ms
CANNOT_MEMOIZE main [/home/joaolopez/experimentos_speedupy-paper/exps_incpy_scripts/dnacc/walking_colloid/walking_colloid_incpy.py] | impure because mutate global var ('dnacc/walking_colloid/walking_colloid_incpy.py', 'plates') | runtime 418787 ms
=== 2025-05-29 01:27:59 END

